date,year,type,country,state,location,activity,sex,age,injury,time,species
04-Nov-1968,1968.0,Sea Disaster,PAPUA NEW GUINEA,Madang Province,,Wreck of the Storm King,M,,Remains recovered days later from shark,,Not confirmed
02-Nov-1968,1968.0,Provoked,AUSTRALIA,Western Australia,,,M,16,Abrasion on shoulder Recorded as PROVOKED INCIDENT,15h00,
29-Oct-1968,1968.0,Provoked,BAHAMAS,,,,M,,Injured,22h00,
13-Oct-1968,1968.0,Unprovoked,USA,Florida,"Egmont Key, Hillsborough County",Fishing,M,,Injured,,Bull shark
10-Oct-1968,1968.0,Sea Disaster,PHILIPPINES,Moro Gulf,,Sinking of the ferryboat Dumaguete ,M,,Injured,,
22-Sep-1968,1968.0,Invalid,USA,Florida,Palm Beach County,Surfing,M,,,12h48,Not confirmed
15-Sep-1968,1968.0,Unprovoked,NEW ZEALAND,South Island,Otago Harbor,Fishing,M,24,Fatal,10h15,White shark
24-Aug-1968,1968.0,Unprovoked,USA,Florida,Half mile north of Juno Beach Pier,Playing with a frisbee in the shallows,M,9 & 12,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",16h00,Hammerhead shark
21-Aug-1968,1968.0,Unprovoked,USA,Florida,Okaloosa County,Standing,M,15,Injured,17h00,
13-Aug-1968,1968.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,M,12,Finger severed,,
11-Aug-1968,1968.0,Unprovoked,MALAYSIA,Johor,Pulau Aur,Leaving the water,M,41,Injured,08h00,
08-Aug-1968,1968.0,Unprovoked,COLUMBIA,Magdalena Department,"Makuaka Caño, Taganga",Fishing,M,18,Injured,10h30,2 m shark
27-Jul-1968,1968.0,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Diving,M,25,Major injury to torso,11h00,White shark
23-Jul-1968,1968.0,Unprovoked,USA,Florida,Florida Keys,Wading,M,33,Abrasions on lower leg,13h30,
16-Jul-1968,1968.0,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Fishing,M,33,Injured,Afternoon,4m [13'] shark
10-Jul-1968,1968.0,Unprovoked,BAHAMAS,Great Exuma Island,Children's Bay Cay near Rollerville,Swimming,M,,Fatal,,
Jul-1968,1968.0,Invalid,MEXICO,Baja California,,,M,43,No injury,Afternoon,Not authenticated
25-Jun-1968,1968.0,Unprovoked,BAHAMAS,Eleuthera,Spanish Wells ,Fishing,M,17,"Bumped shoulder, bit head",,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark 
09-Jun-1968,1968.0,Unprovoked,USA,Florida,"Mullet Key, Pinellas County",Clamming,M,17,Injured,09h30,
Jun-1968,1968.0,Unprovoked,ENGLAND,,,,M,,Injured,,Blue shark
18-May-1968,1968.0,Invalid,TANZANIA,Mafia Island,,Schooner sank during a storm,M,,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost ",,Not confirmed
May-1968,1968.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,Standing,M,17,Injured,,
29-Apr-1968,1968.0,Invalid,USA,Florida,"Fort Lauderdale, Broward County",Wading,M,63,Injured,14h00,Not confirmed
20-Apr-1968,1968.0,Unprovoked,USA,Florida,Palm Beach County,,M,10,Injured,12h30,2.7 m [9'] silky shark
15-Apr-1968,1968.0,Unprovoked,AUSTRALIA,New South Wales,South Coast,Diving,M,21,Injured,,"Bronze whaler shark, 1.8 m [6'] "
Reported 11-Apr-1968,1968.0,Unprovoked,PAPUA NEW GUINEA,Gulf Province,Orokolo Bay,Swimming,M,7,Fatal,,
07-Apr-1968,1968.0,Provoked,AUSTRALIA,New South Wales,Stockton Bight,,M,47,Injured,Early morning,Blue shark
25-Mar-1968,1968.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Wading & pushing dinghy toward  the shallows,M,35,Injured,Afternoon,1.5 m to 1.8m [5' to 6'] shark
10-Mar-1968,1968.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Surfing,M,20,Injured,Afternoon,
Mar-1968,1968.0,Invalid,USA,Florida,Florida Keys,Treading water,M,28,No injury,Night,Invalid
26-Feb-1968,1968.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,17,Injured,13h30,
20-Feb-1968,1968.0,Unprovoked,AUSTRALIA,Western Australia,Swan River,Swimming,F,14,Injured,Late afternoon,
18-Feb-1968,1968.0,Provoked,NEW ZEALAND,North Island,"Pilot Bay, Mt Maunganui ",Picking up shark by the tail,F,,Injured,,3' shark
04-Feb-1968,1968.0,Unprovoked,AUSTRALIA,South Australia,Cape Jervis,Fishing,M,26,No injury,18h30,"Bronze whaler shark, 3 m [10'] "
02-Feb-1968,1968.0,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,,M,,Injured,,
Feb-1968,1968.0,Unprovoked,MOZAMBIQUE,,,Diving,M,24,No injury,,
17-Jan-1968,1968.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Finschafen,Swimming,M,13,Fatal,17h30,
1968,1968.0,Unprovoked,COSTA RICA,Limón Province,Parismina,Swimming,M,,Fatal,,
1968,1968.0,Invalid,USA,Florida,"Key West, Monroe County",Diving,M,,"Recovered, said to involve a 1m nurse shark",13h00,Questionable incident
1968,1968.0,Invalid,USA,Florida,"Jensen Beach, Martin County",Surfing,M,,,17h00,Questionable incident
30-Dec-1967,1967.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,22,Injured,14h00,1.5 m to 1.8 m [5' to 6'] shark
Reported 21-Dec-1967,1967.0,Invalid,PAPUA NEW GUINEA,Central Province,Port Moresby,Fishing,M,32,No injury,,Questionable incident
18-Dec-1967,1967.0,Unprovoked,FIJI,,,,M,27,Injured,09h00,
17-Dec-1967,1967.0,Unprovoked,AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,M,59,Fatal,A.M.,
14-Dec-1967,1967.0,Provoked,USA,,,,M,,Injured,,
30-Nov-1967,1967.0,Provoked,AUSTRALIA,New South Wales,Wollongong,Diving,M,15,Recorded as PROVOKED INCIDENT,,Grey shark
30-Nov-1967,1967.0,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,,M,18,Injured,,Grey shark
15-Nov-1967,1967.0,Provoked,FIJI,,,Diving,M,21,Injured,Morning,
04-Nov-1967,1967.0,Sea Disaster,PHILIPPINES,Rombion Province,Off Sibuyan Island,Sinking of the M/V Mindoro during a typhoon,M,,Passengers taken by sharks,,
Nov-1967,1967.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,,F,,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger shark’s gut ",,Not confirmed
Reported 26-Oct-1967,1967.0,Unprovoked,MEXICO,Veracruz,Veracruz,Swimming,F,,Fatal,,
17-Oct-1967,1967.0,Unprovoked,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Standing on sandbar,M,19,Injured,16h30,Black shark
Oct-1967,1967.0,Unprovoked,TONGA,,,Swimming,M,17,Injured,,
20-Sep-1967,1967.0,Invalid,USA,Hawaii,"Kailua Bay, O'ahu",Boat capsized between O'ahu & Molokai,M,,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,,Not confirmed
13-Sep-1967,1967.0,Provoked,ITALY,Brindisi Province,Brindisi,Diving,M,21,Injured,,2 m shark
07-Sep-1967,1967.0,Provoked,PAPUA NEW GUINEA,New Ireland Province,,Diving,M,,"No details, listed as PROVOKED INCIDENT",,
07-Sep-1967,1967.0,Unprovoked,USA,Florida,"Key West, Monroe County",Fishing,M,,Injured,14h30,
06-Sep-1967,1967.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Lambom Island,Fishing,M,,Fatal,,
01-Sep-1967,1967.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Fishing,M,23,Fatal,,3.7 m [12'] shark
27-Aug-1967,1967.0,Provoked,USA,California,Ventura,Pulling shark from the water,M,24,Nipped on shoulder by captive shark PROVOKED INCIDENT,14h30,Blue shark
26-Aug-1967,1967.0,Unprovoked,JAPAN,Kagawa Prefecture,Sakaide,,M,19,Fatal,14h30,
25-Aug-1967,1967.0,Unprovoked,ITALY,Liguria," Marinella Sarzana, La Spezia ",Fishing,M,,Injured,,
19-Aug-1967,1967.0,Unprovoked,AUSTRALIA,Western Australia,Jurien Bay,Diving,M,23,Fatal,11h00,White shark
15-Aug-1967,1967.0,Unprovoked,BERMUDA,Hamilton,Hamilton,Floating,F,19,Injured,16h00,
Reported 14-Aug-1967,1967.0,Unprovoked,COLUMBIA,,,,M,,Injured,,
10-Aug-1967,1967.0,Invalid,AUSTRALIA,New South Wales,Jervis Bay,Diving,M,? & 19,"Disappeared, no trace of men or equipment, shark attack considered",Night,Not confirmed
07-Aug-1967,1967.0,Unprovoked,USA,Florida,Near Key West,Fishing,M,15,Shark grasped thigh,14h30,"Nurse shark, 106 cm, 28-lb, male "
Aug-1967,1967.0,Unprovoked,BAHAMAS,Out Islands,Andros Island,Photographing sharks underwater using Scuba,M,41,No injury,Early afternoon,1.5 m to 1.8 m [5' to 6'] sandbar shark
Aug-1967,1967.0,Unprovoked,SENEGAL,Cap Vert Peninsula,Hann,Beach seine netting,M,,Injured,04h00,1.8 m shark
29-Jul-1967,1967.0,Unprovoked,USA,Florida,Florida Keys,Snorkeling,M,20,Injured,Afternoon,
05-Jul-1967,1967.0,Unprovoked,TURKEY,Mugla Province,Kucukada Island,Fishing,M,36,Fatal,13h40,
Jul-1967,1967.0,Invalid,USA,South Carolina,,Surfing,M,18,Incident not confirmed,16h30,Questionable incident
13-Jun-1967,1967.0,Provoked,USA,Florida,"Key West, Monroe County",Fishing,M,26,"After shark was speared & hit on head, it bit the diver’s foot  PROVOKED INCIDENT",17h30,"Nurse shark, 1 m "
Jun-1967,1967.0,Provoked,ITALY,Sicily,Stretto di Messina,Fishing,M,,No injury,,White shark
13 or 30-May-1967,1967.0,Provoked,AUSTRALIA,South Australia,Outer Harbor,,M,30,Injured,Morning,Bronze whaler shark
09-May-1967,1967.0,Provoked,AUSTRALIA,,Aquarium,Feeding a shark,M,22,Recorded as PROVOKED INCIDENT,Afternoon,Grey shark
Apr-1967,1967.0,Provoked,UNITED KINGDOM,Gibraltar,,Fishing,M,60,Tooth knocked out by hooked shark PROVOKED INCIDENT,,
20-Mar-1967,1967.0,Provoked,NEW ZEALAND,North Island,Leigh,Diving,M,21,Abrasions to lower leg Recorded as PROVOKED INCIDENT,Afternoon,
19-Mar-1967,1967.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Fishing,M,32,Injured,06h50,White shark
12-Mar-1967,1967.0,Provoked,AUSTRALIA,Victoria,Geelong,Fishing,M,36,Injured,15h00,Grey shark
10-Mar-1967,1967.0,Invalid,AUSTRALIA,New South Wales,"Dover Heights, Sydney",Vehicle plunged over cliff into the water,M,,Fatal,,Not confirmed
09-Mar-1967,1967.0,Unprovoked,NEW ZEALAND,South Island,St. Kilda Beach,Lifesaving drill,M,21,Fatal,19h45,White shark
01-Mar-1967,1967.0,Unprovoked,PAPUA NEW GUINEA,New Britain,"Barawon Beach, near Rabaul",,M,14,Injured,,3.7 m [12'] shark
06-Feb-1967,1967.0,Sea Disaster,MEXICO,Veracruz,Cabo Rojo,Swimming,M,,Fatal,14h00,
27-Jan-1967,1967.0,Watercraft,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing,M,,"Holed & sank boat, 1 man flung into water but ignored by the shark",,White shark
22-Jan-1967,1967.0,Provoked,SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,Fishing,M,,No injury,,Tiger shark
21-Jan-1967,1967.0,Unprovoked,MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming,M,31,Injured,,
06-Jan-1967,1967.0,Provoked,AUSTRALIA,Victoria,Goolwa,Splashing,M,15,Injured,,"""sand shark"""
31-Dec-1966,1966.0,Unprovoked,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,30,Injured,,2.1 m [7'] shark
27-Dec-1966,1966.0,Provoked,AUSTRALIA,New South Wales,South West Rocks,Fishing,M,29,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,,Grey shark
27-Dec-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales,Trial Bay,Fishing,M,19,Injured,,Grey shark
26-Dec-1966,1966.0,Unprovoked,SINGAPORE,,Singapore,Wading,M,39,Injured,Afternoon,
26-Dec-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Fishing,M,29,Injured,,1.8 m [6'] shark
14-Nov-1966,1966.0,Unprovoked,THAILAND,,,,M,28,No details,,
Early Nov-1966,1966.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,9 months,Fatal,,3.7 m [12'] shark
30-Oct-1966,1966.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,13,Fatal,Morning,3.7 m [12'] shark
19-Oct-1966,1966.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,F,8,Fatal,09h00,3.7 m [12'] shark
27-Sep-1966,1966.0,Unprovoked,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",Diving,M,32,Injured,16h45,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun "
19-Sep-1966,1966.0,Provoked,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,20,Injured,,
18-Sep-1966,1966.0,Invalid,AUSTRALIA,Western Australia,"Little Beach Reef, Bremer Bay",Fishing,M,,No injury,,Invalid
13-Sep-1966,1966.0,Provoked,AUSTRALIA,Western Australia,Albany,Fishing,M,,Involved a speared shark but no other details PROVOKED INCIDENT,Late afternoon,
10-Sep-1966,1966.0,Unprovoked,AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,Fishing,M,43,No injury,12h00,"Mako shark, 1.9 m [6.5'] "
8-Sep-1966,1966.0,Provoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,14,Abdomen abraded when he seized shark PROVOKED INCIDENT,,"Nurse shark, 2.5' "
Sep- 1966,1966.0,Invalid,BAHAMAS,Bimini Islands,Tongue of the Ocean,Diving,M,,No injury,,Invalid
28-Aug-1966,1966.0,Watercraft,AUSTRALIA,Northern Territory,Darwin Harbour,,M,,No injury,,
27-Aug-1966,1966.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Netting sharks,M,,No injury,,Invalid
27-Aug-1966,1966.0,Unprovoked,BAHAMAS,Bimini Islands,,Snorkeling,F,18,Injured,17h00,
23-Aug-1966,1966.0,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,13,Fatal,Midday,A pack of 6 sharks
23-Aug-1966,1966.0,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving,F,9,Fatal,Midday,A pack of 6 sharks
16-Aug-1966,1966.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,M,33,Fatal,,White shark
14-Aug-1966,1966.0,Unprovoked,TAIWAN,,Ye Leow,Diving,M,,No injury,17h30,1.5 m to 2.1 m  [5' to 7'] shark
13-Aug-1966,1966.0,Unprovoked,ITALY,Taranto province,"Pulsano, near Taranto",Attacked shark with fists,M,21,Injured,,"""small shark"""
Mid Aug-1966,1966.0,Invalid,USA,Delaware,Fenwick Island,Fishing,M,26,No injury,17h00,Invalid
Aug-1966,1966.0,Unprovoked,USA,Florida,Palm Beach County,Wading,M,8,No injury,15h00,Black shark
31-Jul-1966,1966.0,Unprovoked,USA,Texas,"South Jetty, Galveston",Diving,M,16,Dorsum of right foot grazed,,Tiger shark
19-Jul-1966,1966.0,Provoked,USA,South Carolina,"Folly Beach, Charleston County",Killing a shark,M,34,Injured,18h40,4' shark
17-Jul-1966,1966.0,Unprovoked,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,14,Injured,15h00,
17-Jul-1966,1966.0,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20,Fatal,,
14-Jul-1966,1966.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,25,Fatal,,
03-Jul-1966,1966.0,Invalid,USA,Florida,"Key Biscayne, Miami, Dade County",Diving,M,46,No injury,07h00,Invalid
02-Jul-1966,1966.0,Watercraft,CARIBBEAN SEA,,Between USA & Cuba,,M,,No injury,,
22-Jun-1966,1966.0,Provoked,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,M,15,Injured,16h00,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day"
11-Jun-1966,1966.0,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,18,Injured,09h00,Hammerhead shark
04-Jun-1966,1966.0,Unprovoked,USA,Texas,Bolivar Peninsula,Swimming,M,18,Injured,17h00,a small shark
02-Jun-1966,1966.0,Provoked,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,,Injured,Afternoon,
20-May-1966,1966.0,Sea Disaster,AUSTRALIA,New South Wales,Jervis Bay,Sinking of the dredge World Atlas,M,40,Fatal,Night,
20-May-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales, Bellingen,Fishing,M,,Injured,01h00,1.8 m [6'] shark
20-May-1966,1966.0,Sea Disaster,AUSTRALIA,,7 miles offshore on east coast of Australia,Shipwreck,M,38,Fatal,Dark,White shark
16-May-1966,1966.0,Invalid,USA,Florida,"Fernandina Beach, Nassau County",Diving,M,24,No injury,14h00,Invalid
16-May-1966,1966.0,Sea Disaster,PHILIPPINES,,Off Cebu,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,,Injured,,
08-Apr-1966,1966.0,Unprovoked,USA,Puerto Rico,,Swimming,M,25,Injured,16h30,
Apr-1966,1966.0,Sea Disaster,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Overturned skiff,M,,Injured,,
20-Mar-1966,1966.0,Provoked,AUSTRALIA,New South Wales,Maroubra,Fishing,M,,No injury,,White shark
14-Mar-1966,1966.0,Sea Disaster,SUDAN,Red Sea,,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,,Fatal,,
27-Feb-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales,Coledale Beach,Treading water,M,13,Injured,14h00,White shark
29-Jan-1966,1966.0,Provoked,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,M,33,Injured,Afternoon,Copper shark
25-Jan-1966,1966.0,Sea Disaster,INDONESIA,North Sumatra,Near Belawan,wreck of the State Oil Company ship Permina,M,,Sharks said to have killed some of the 80 people lost,,
22-Jan-1966,1966.0,Unprovoked,USA,California,"Pebble Beach, Cypress Point, Monterey County",Diving,M,29,Injured,10h00 / 11h00,White shark
15-Jan-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales,Bellambi,Fishing,M,30,Injured,,"Wobbegong shark, 5' "
14-Jan-1966,1966.0,Sea Disaster,COLUMBIA,,Off Cartagena,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,M,,Injured,,Not confirmed
11-Jan-1966,1966.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Riet River,Standing,M,16,Injured,09h00,1.5 m to 1.8 m [5' to 6'] Zambesi shark
10-Jan-1966,1966.0,Unprovoked,AUSTRALIA,Western Australia,Woodman Point,Jumped into the water,M,43,"Lower leg nipped, arm bruised when he landed in boat",,76 cm [2.5'] carpet shark
09-Jan-1966,1966.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Surfing,M,15,Injured,14h00,"1.8 m to 2 m [6' to 6'9""] shark"
08-Jan-1966,1966.0,Unprovoked,NEW ZEALAND,North Island,"Oakura Beach, Taranaki",Surfing,F,15,Fatal,15h30,
05-Jan-1966,1966.0,Unprovoked,USA,Florida,"Hollywood, Broward County",Swimming,M,35,Thigh gashed,16h00,Hammerhead shark
Summer of 1996,1966.0,Invalid,USA,California,"Huntington Beach, Orange County",Walking,F,15,Injured,"""After lunch""",Not confirmed
28-Dec-1965,1965.0,Unprovoked,AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island",Fishing,M,40,Injured,,1.8 m [6'] carpet shark
19-Dec-1965,1965.0,Unprovoked,JOHNSTON ISLAND,,,Diving,M,,No injury,14h00,Grey shark
10-Dec-1965,1965.0,Watercraft,AUSTRALIA,South Australia,Cape Jervis,Fishing,M,,No injury,10h30,15' shark
21-Nov-1965,1965.0,Provoked,AUSTRALIA,Queensland,Near Brisbane,Fishing,M,43,Fatal,,4.6 m [15'] shark
21-Nov-1965,1965.0,Unprovoked,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,Injured,23h30,
03-Nov-1965,1965.0,Invalid,PANAMA,Caribbean Sea,Golfo de los Mosquitos,Argentine Air Force C-54,M,,Injured,07h32,Not confirmed
03-Nov-1965,1965.0,Unprovoked,AUSTRALIA,Queensland,Oak Beach,Surfing,M,24,Injured,16h30,Grey shark
21-Oct-1965,1965.0,Unprovoked,,,Florida Strait,The boat Caribou II sank,M,39,Injured,,
16-Oct-1965,1965.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,Sunbathing,M,32,Injured,,"1.8 m [6'], 180-lb shark"
16-Oct-1965,1965.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,Playing in the water,F,,Fatal,,"1.8 m [6'], 180-lb shark"
10-Oct-1965,1965.0,Unprovoked,NEW BRITAIN,West coast,"Outside the reef off Moputu Village, near Talasea",Fishing,M,15,Fatal,,2 sharks involved
Oct-1965,1965.0,Unprovoked,PAPUA NEW GUINEA,New Britain,,Wading,M,27,Toe severed,,
21-Sep-1965,1965.0,Provoked,PAPUA NEW GUINEA,Madang Province,Sek Harbor,Fishing,M,,Injured,,"""small shark"""
12-Sep-1965,1965.0,Provoked,PAPUA NEW GUINEA,East Sepik,Moem Village near Wewak,Fishing,M,,Injured,14h00,0.9 m [3'] shark
08-Sep-1965,1965.0,Unprovoked,MEXICO,Veracruz,Playa Villa del Mar,,M,23,Injured,18h00,300-kg [662-lb] shark
30-Aug-1965,1965.0,Invalid,PHILIPPINES,,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea","Arsinoe, a French tanker",M,,"One man was lost, but he may have drowned",,Not confirmed
26-Aug-1965,1965.0,Unprovoked,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,15,Injured,17h30,
30-Jul-1964,1965.0,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,M,,Injured,,"Lemon shark, 0.5 m"
26-Jul-1965,1965.0,Unprovoked,MEXICO,Veracruz,Mocambo,Bathing,M,25,Fatal,17h00,
Reported 02-Jul-1965,1965.0,Watercraft,BERMUDA,Hamilton,,,M,,No injury,,
19-Jun-1965,1965.0,Invalid,USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Wading,M,6,Injured,,Questionable incident
18-Jun-1965,1965.0,Invalid,USA,Florida,150 miles southeast of Cape Kennedy,Diving,M,,No injury,,Invalid
09-Jun-1965,1965.0,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,38,Injured,14h00,
Jun-1965,1965.0,Unprovoked,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Huhunoti Island,Fishing,M,,Injured,,
Jun-1965,1965.0,Unprovoked,SOUTH PACIFIC OCEAN,,,Treading water,M,,Fatal,Morning, 
29-May-1965,1965.0,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,,Fatal,12h00,
28-May-1965,1965.0,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,,Fatal,,
May-Jun-1965,1965.0,Unprovoked,EGYPT,,,Standing,M,,Injured,,
May 1965,1965.0,Unprovoked,JAMAICA,,,Diving,M,,Injured,,
May 1965,1965.0,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,35,Injured,,
29-Apr-1965,1965.0,Unprovoked,USA,Florida,"Hobe Sound, Martin County",,M,49,Injured,15h00,Bull shark
25-Apr-1965,1965.0,Invalid,USA,California,"Pacifica, San Mateo County",Surfing,M,19,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,16h00,Invalid
10-Apr-1965,1965.0,Unprovoked,USA,Florida,American Shoals off Key West,Fishing,M,28,Injured,11h00,White shark
04-Apr-1965,1965.0,Unprovoked,PALAU,Western Caroline Islands,Koror,Walking on reef,M,8,Injured,15h30,Tiger shark
04-Apr-1965,1965.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,17,Injured,07h15,Black shark
23-Mar-1965,1965.0,Invalid,USA,Puerto Rico,60 miles offshore north of San Juan,Aircraft exploded,M,,"All 16 onboard perished, recovery efforts hampered by sharks",11h30,Not confirmed
14-Mar-1965,1965.0,Unprovoked,USA,Florida,Palm Beach County,Diving,M,16,Injured,13h30,Mako shark
14-Feb-1965,1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amatikulu,Treading water,M,25,Injured,15h00 or 15h45,"1.8 m [6'], 136-kg [300-lb] shark "
04-Feb-1965,1965.0,Unprovoked,USA,Massachusetts,"Granite Pier, Rockport",Diving,M,18,Injured,14h30,1.2 m [4'] shark
25-Jan-1965,1965.0,Invalid,USA,California,"Newport Beach, Orange County",Motor boat Rebel Belle lost,M,21,Fatal,,Not confirmed
23-Jan-1965,1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Paddling rescue ski,M,22,No injury,13h00,White shark
16-Jan-1965,1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Surfing,M,20,Injured,16h40,
10-Jan-1965,1965.0,Unprovoked,AUSTRALIA,Victoria,"East of Station Pier, Port Melbourne",Swimming,M,,Thigh gashed,,1.5 m [5'] shark
09-Jan-1965,1965.0,Unprovoked,NEW GUINEA,Central Province,Off Gaire Village,Diving,M,30,Fatal,,4.9 m [16'] whaler
Summer 1965,1965.0,Unprovoked,USA,Texas,"Port Lavaca, Calhoun County",Dangling feet in the water,M,13,Injured,,
1965,1965.0,Provoked,USA,California,"Dana Point, San Clemente, Orange County",Surfing,M,Teen,Injured,,
